rule0,rule1,targets,orbit_size,cycle_sums,extinct,fixed,balanced,cycle,glider,growing,unresolved,maxperiod,periods,maxtransient,balanced_at_t0,maxactive
"(-1, 0, 1)","(0, 0, -1)",const1,4,[-1],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 0, 0)",const0,4,[1],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 0, 0)",id,4,"[0, 1]",0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 0, 0)",swap,4,[1],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 0, 0)",const1,4,[0],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 0, 1)",const0,4,[1],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 0, 1)",id,4,[1],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 0, 1)",swap,4,[2],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 0, 1)",const1,4,[1],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(0, 1, -1)",const0,4,[1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(-1, 0, 1)","(0, 1, -1)",id,4,"[-1, 1]",0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(-1, 0, 1)","(0, 1, -1)",swap,4,[0],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(-1, 0, 1)","(0, 1, -1)",const1,4,[-1],0,6528,0,42624,0,0,0,8,"[2, 4, 8]",0,0,0
"(-1, 0, 1)","(0, 1, 0)",const0,4,[1],0,6528,0,42624,0,0,0,2,[2],0,0,0
"(-1, 0, 1)","(0, 1, 0)",id,4,"[0, 1]",128,49024,0,0,0,0,0,0,[],8,0,0
"(-1, 0, 1)","(0, 1, 0)",swap,4,[1],0,6528,0,42624,0,0,0,2,[2],0,0,0
"(-1, 0, 1)","(0, 1, 0)",const1,4,[0],128,49024,0,0,0,0,0,0,[],8,0,0
"(-1, 0, 1)","(0, 1, 1)",const0,4,[1],0,49152,0,0,0,0,0,0,[],1,0,0
"(-1, 0, 1)","(0, 1, 1)",id,4,[1],0,16384,0,0,0,32768,0,0,[],6,0,0
"(-1, 0, 1)","(0, 1, 1)",swap,4,[2],0,49152,0,0,0,0,0,0,[],1,0,0
"(-1, 0, 1)","(0, 1, 1)",const1,4,[1],0,16384,0,0,0,32768,0,0,[],6,0,0
"(-1, 0, 1)","(1, -1, -1)",const0,4,[1],0,49152,0,0,0,0,0,0,[],4,0,0
"(-1, 0, 1)","(1, -1, -1)",id,4,"[-1, 1]",0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 0, 1)","(1, -1, -1)",swap,4,[0],0,49152,0,0,0,0,0,0,[],4,0,0
"(-1, 0, 1)","(1, -1, -1)",const1,4,[-1],0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 0, 1)","(1, -1, 0)",const0,4,[1],0,11832,0,37320,0,0,0,2,[2],0,0,0
"(-1, 0, 1)","(1, -1, 0)",id,4,"[0, 1]",0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 0, 1)","(1, -1, 0)",swap,4,[1],0,11832,0,37320,0,0,0,2,[2],0,0,0
"(-1, 0, 1)","(1, -1, 0)",const1,4,[0],0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 0, 1)","(1, -1, 1)",const0,4,[1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 0, 1)","(1, -1, 1)",id,4,[1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 0, 1)","(1, -1, 1)",swap,4,[2],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 0, 1)","(1, -1, 1)",const1,4,[1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 0, 1)","(1, 0, -1)",const0,4,[1],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(1, 0, -1)",id,2,"[-1, 1]",0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 0, 1)","(1, 0, -1)",swap,2,[0],0,49152,0,0,0,0,0,0,[],0,0,0
"(-1, 1, -1)","(-1, 1, -1)",const0,4,[-1],0,5172,0,43980,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(-1, 1, -1)",id,2,[-1],0,5172,0,43980,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(-1, 1, -1)",swap,2,[-2],0,5172,0,43980,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(-1, 1, 0)",const0,4,[-1],0,5172,0,43980,0,0,0,4,"[2, 4]",8,0,0
"(-1, 1, -1)","(-1, 1, 0)",id,4,"[-1, 0]",0,9728,0,39424,0,0,0,2,[2],7,0,0
"(-1, 1, -1)","(-1, 1, 0)",swap,4,[-1],0,5172,0,43980,0,0,0,4,"[2, 4]",8,0,0
"(-1, 1, -1)","(-1, 1, 0)",const1,4,[0],0,9728,0,39424,0,0,0,2,[2],7,0,0
"(-1, 1, -1)","(-1, 1, 1)",const0,4,[-1],0,1812,0,47340,0,0,0,4,"[2, 4]",7,0,0
"(-1, 1, -1)","(-1, 1, 1)",id,4,"[-1, 1]",0,1504,0,18284,0,29364,0,2,[2],5,0,0
"(-1, 1, -1)","(-1, 1, 1)",swap,4,[0],0,2799,0,46353,0,0,0,2,[2],8,0,0
"(-1, 1, -1)","(-1, 1, 1)",const1,4,[1],0,1812,0,17976,0,29364,0,4,"[2, 4]",7,0,0
"(-1, 1, -1)","(0, -1, -1)",const0,4,[-1],0,15530,0,33622,0,0,0,4,"[2, 4]",4,0,0
"(-1, 1, -1)","(0, -1, -1)",id,4,[-1],0,5748,0,9460,0,33944,0,2,[2],7,0,0
"(-1, 1, -1)","(0, -1, -1)",swap,4,[-2],0,15286,0,33866,0,0,0,2,[2],5,0,0
"(-1, 1, -1)","(0, -1, -1)",const1,4,[-1],0,5436,0,8596,0,35120,0,4,"[2, 4]",6,0,0
"(-1, 1, -1)","(0, -1, 0)",const0,4,[-1],0,2283,0,46869,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, -1, 0)",id,4,"[-1, 0]",128,29280,0,19744,0,0,0,2,[2],9,0,0
"(-1, 1, -1)","(0, -1, 0)",swap,4,[-1],0,2945,0,46207,0,0,0,2,[2],6,0,0
"(-1, 1, -1)","(0, -1, 0)",const1,4,[0],128,18864,0,30160,0,0,0,2,[2],8,0,0
"(-1, 1, -1)","(0, -1, 1)",const0,4,[-1],0,2283,0,46869,0,0,0,8,"[2, 4, 6, 8]",10,0,0
"(-1, 1, -1)","(0, -1, 1)",id,4,"[-1, 1]",0,2283,0,46869,0,0,0,8,"[2, 4, 8]",18,0,0
"(-1, 1, -1)","(0, -1, 1)",swap,4,[0],204,9500,0,39448,0,0,0,4,"[2, 4]",13,0,0
"(-1, 1, -1)","(0, -1, 1)",const1,4,[1],0,2283,0,46869,0,0,0,8,"[2, 4, 6, 8]",10,0,0
"(-1, 1, -1)","(0, 0, -1)",const0,4,[-1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, -1)",id,4,[-1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, -1)",swap,4,[-2],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, -1)",const1,4,[-1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, 0)",const0,4,[-1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, 0)",id,4,"[-1, 0]",0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, 0)",swap,4,[-1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, 0)",const1,4,[0],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, 1)",const0,4,[-1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, 1)",id,4,"[-1, 1]",0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, 1)",swap,4,[0],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 0, 1)",const1,4,[1],0,18992,0,30160,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(0, 1, -1)",const0,4,[-1],0,128,0,49024,0,0,0,8,"[2, 4, 8]",4,0,0
"(-1, 1, -1)","(0, 1, -1)",id,4,[-1],0,128,0,49024,0,0,0,8,"[2, 4, 8]",8,0,0
"(-1, 1, -1)","(0, 1, -1)",swap,4,[-2],0,128,0,49024,0,0,0,8,"[2, 4, 8]",8,0,0
"(-1, 1, -1)","(0, 1, -1)",const1,4,[-1],0,128,0,49024,0,0,0,8,"[2, 4, 8]",4,0,0
"(-1, 1, -1)","(0, 1, 0)",const0,4,[-1],0,128,0,49024,0,0,0,4,"[2, 4]",8,0,0
"(-1, 1, -1)","(0, 1, 0)",id,4,"[-1, 0]",128,9600,0,39424,0,0,0,2,[2],8,0,0
"(-1, 1, -1)","(0, 1, 0)",swap,4,[-1],0,128,0,49024,0,0,0,4,"[2, 4]",8,0,0
"(-1, 1, -1)","(0, 1, 0)",const1,4,[0],128,9600,0,39424,0,0,0,2,[2],8,0,0
"(-1, 1, -1)","(0, 1, 1)",const0,4,[-1],0,128,0,49024,0,0,0,4,"[2, 4]",4,0,0
"(-1, 1, -1)","(0, 1, 1)",id,4,"[-1, 1]",0,128,0,16256,0,32768,0,2,[2],6,0,0
"(-1, 1, -1)","(0, 1, 1)",swap,4,[0],0,588,0,48564,0,0,0,2,[2],6,0,0
"(-1, 1, -1)","(0, 1, 1)",const1,4,[1],0,128,0,16256,0,32768,0,4,"[2, 4]",5,0,0
"(-1, 1, -1)","(1, -1, -1)",const0,4,[-1],0,21104,0,28048,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(1, -1, -1)",id,4,[-1],0,9382,0,9716,0,30054,0,2,[2],5,0,0
"(-1, 1, -1)","(1, -1, -1)",swap,4,[-2],0,19386,0,29766,0,0,0,2,[2],5,0,0
"(-1, 1, -1)","(1, -1, -1)",const1,4,[-1],0,9532,0,9300,0,30320,0,2,[2],6,0,0
"(-1, 1, -1)","(1, -1, 0)",const0,4,[-1],0,7680,0,41472,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(1, -1, 0)",id,4,"[-1, 0]",0,29408,0,19744,0,0,0,2,[2],8,0,0
"(-1, 1, -1)","(1, -1, 0)",swap,4,[-1],0,12784,0,36368,0,0,0,2,[2],6,0,0
"(-1, 1, -1)","(1, -1, 0)",const1,4,[0],0,18992,0,30160,0,0,0,2,[2],7,0,0
"(-1, 1, -1)","(1, -1, 1)",const0,4,[-1],0,12176,0,36976,0,0,0,4,"[2, 4]",4,0,0
"(-1, 1, -1)","(1, -1, 1)",id,2,"[-1, 1]",0,12576,0,36576,0,0,0,2,[2],4,0,0
"(-1, 1, -1)","(1, -1, 1)",swap,2,[0],6,20298,0,28848,0,0,0,2,[2],5,0,0
"(-1, 1, 0)","(-1, 1, 0)",const0,4,[0],0,2688,0,46464,0,0,0,2,[2],7,0,0
"(-1, 1, 0)","(-1, 1, 0)",id,2,[0],0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 1, 0)","(-1, 1, 0)",swap,2,[0],0,49152,0,0,0,0,0,0,[],14,0,0
"(-1, 1, 0)","(-1, 1, 1)",const0,4,[0],0,2688,0,46464,0,0,0,2,[2],7,0,0
"(-1, 1, 0)","(-1, 1, 1)",id,4,"[0, 1]",0,2688,0,0,0,46464,0,0,[],7,0,0
"(-1, 1, 0)","(-1, 1, 1)",swap,4,[1],0,651,0,0,0,48501,0,0,[],0,0,0
"(-1, 1, 0)","(-1, 1, 1)",const1,4,[1],0,651,0,0,0,48501,0,0,[],0,0,0
"(-1, 1, 0)","(0, -1, -1)",const0,4,[0],0,49152,0,0,0,0,0,0,[],8,0,0
"(-1, 1, 0)","(0, -1, -1)",id,4,"[-1, 0]",0,16384,0,0,0,32768,0,0,[],7,0,0
"(-1, 1, 0)","(0, -1, -1)",swap,4,[-1],0,13717,0,35435,0,0,0,2,[2],1,0,0
"(-1, 1, 0)","(0, -1, -1)",const1,4,[-1],0,5260,0,11124,0,32768,0,2,[2],6,0,0
"(-1, 1, 0)","(0, -1, 0)",const0,4,[0],0,6528,0,42624,0,0,0,2,[2],7,0,0
"(-1, 1, 0)","(0, -1, 0)",id,4,[0],676,48476,0,0,0,0,0,0,[],8,0,0
"(-1, 1, 0)","(0, -1, 0)",swap,4,[0],0,1760,0,47392,0,0,0,2,[2],0,0,0
"(-1, 1, 0)","(0, -1, 0)",const1,4,[0],128,14752,0,34272,0,0,0,2,[2],8,0,0
"(-1, 1, 0)","(0, -1, 1)",const0,4,[0],0,6528,0,42624,0,0,0,4,"[2, 4]",8,0,0
"(-1, 1, 0)","(0, -1, 1)",id,4,"[0, 1]",0,6528,0,42624,0,0,0,8,"[2, 4, 8]",9,0,0
"(-1, 1, 0)","(0, -1, 1)",swap,4,[1],0,1760,0,47392,0,0,0,30,"[2, 4, 6, 8, 12, 18, 30]",0,0,0
"(-1, 1, 0)","(0, -1, 1)",const1,4,[1],0,1760,0,47392,0,0,0,18,"[2, 4, 6, 8, 12, 18]",0,0,0
"(-1, 1, 0)","(0, 0, -1)",const0,4,[0],0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 1, 0)","(0, 0, -1)",id,4,"[-1, 0]",0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 1, 0)","(0, 0, -1)",swap,4,[-1],0,11832,0,37320,0,0,0,2,[2],0,0,0
"(-1, 1, 0)","(0, 0, -1)",const1,4,[-1],0,11832,0,37320,0,0,0,2,[2],0,0,0
"(-1, 1, 0)","(0, 0, 0)",const0,4,[0],0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 1, 0)","(0, 0, 0)",id,4,[0],0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 1, 0)","(0, 0, 0)",swap,4,[0],0,11832,0,37320,0,0,0,2,[2],0,0,0
"(-1, 1, 0)","(0, 0, 0)",const1,4,[0],0,11832,0,37320,0,0,0,2,[2],0,0,0
"(-1, 1, 0)","(0, 0, 1)",const0,4,[0],0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 1, 0)","(0, 0, 1)",id,4,"[0, 1]",0,49152,0,0,0,0,0,0,[],7,0,0
"(-1, 1, 0)","(0, 0, 1)",swap,4,[1],0,11832,0,37320,0,0,0,2,[2],0,0,0
"(-1, 1, 0)","(0, 0, 1)",const1,4,[1],0,11832,0,37320,0,0,0,2,[2],0,0,0
"(-1, 1, 0)","(0, 1, -1)",const0,4,[0],0,128,0,49024,0,0,0,8,"[2, 4, 8]",9,0,0
"(-1, 1, 0)","(0, 1, -1)",id,4,"[-1, 0]",0,128,0,49024,0,0,0,8,"[2, 4, 8]",9,0,0
"(-1, 1, 0)","(0, 1, -1)",swap,4,[-1],0,1244,0,47908,0,0,0,16,"[2, 4, 8, 16]",8,0,0
"(-1, 1, 0)","(0, 1, -1)",const1,4,[-1],0,1244,0,47908,0,0,0,16,"[2, 4, 8, 16]",8,0,0
"(-1, 1, 0)","(0, 1, 0)",const0,4,[0],0,128,0,49024,0,0,0,2,[2],7,0,0
"(-1, 1, 0)","(0, 1, 0)",id,4,[0],6528,42624,0,0,0,0,0,0,[],8,0,0
"(-1, 1, 0)","(0, 1, 0)",swap,4,[0],0,6528,0,42624,0,0,0,2,[2],14,0,0
"(-1, 1, 0)","(0, 1, 0)",const1,4,[0],128,2560,0,46464,0,0,0,2,[2],8,0,0
"(-1, 1, 0)","(0, 1, 1)",const0,4,[0],0,128,0,49024,0,0,0,2,[2],7,0,0
"(-1, 1, 0)","(0, 1, 1)",id,4,"[0, 1]",0,128,0,0,0,49024,0,0,[],7,0,0
"(-1, 1, 0)","(0, 1, 1)",swap,4,[1],0,21,0,0,0,49131,0,0,[],0,0,0
"(-1, 1, 0)","(0, 1, 1)",const1,4,[1],0,21,0,0,0,49131,0,0,[],0,0,0
"(-1, 1, 0)","(1, -1, -1)",const0,4,[0],0,49152,0,0,0,0,0,0,[],8,0,0
"(-1, 1, 0)","(1, -1, -1)",id,4,"[-1, 0]",0,19788,0,0,0,29364,0,0,[],7,0,0
"(-1, 1, 0)","(1, -1, -1)",swap,4,[-1],0,14400,0,34752,0,0,0,2,[2],4,0,0
"(-1, 1, 0)","(1, -1, -1)",const1,4,[-1],0,6396,0,13392,0,29364,0,2,[2],5,0,0
"(-1, 1, 0)","(1, -1, 0)",const0,4,[0],0,14880,0,34272,0,0,0,2,[2],7,0,0
"(-1, 1, 0)","(1, -1, 0)",id,2,[0],13,49139,0,0,0,0,0,0,[],7,0,0
"(-1, 1, 0)","(1, -1, 0)",swap,2,[0],0,3840,0,45312,0,0,0,2,[2],0,0,0
"(-1, 1, 1)","(-1, 1, 1)",const0,4,[1],0,651,0,0,0,48501,0,0,[],0,0,0
"(-1, 1, 1)","(-1, 1, 1)",id,2,[1],0,651,0,0,0,48501,0,0,[],0,0,0
"(-1, 1, 1)","(-1, 1, 1)",swap,2,[2],0,651,0,0,0,48501,0,0,[],0,0,0
"(-1, 1, 1)","(0, -1, -1)",const0,4,[1],0,17889,0,0,0,31263,0,0,[],6,0,0
"(-1, 1, 1)","(0, -1, -1)",id,4,"[-1, 1]",0,5970,0,0,0,43182,0,0,[],6,0,0
"(-1, 1, 1)","(0, -1, -1)",swap,4,[0],0,49152,0,0,0,0,0,0,[],5,0,0
"(-1, 1, 1)","(0, -1, -1)",const1,4,[-1],0,16384,0,0,0,32768,0,0,[],6,0,0
"(-1, 1, 1)","(0, -1, 0)",const0,4,[1],0,3844,0,15944,0,29364,0,2,[2],5,0,0
"(-1, 1, 1)","(0, -1, 0)",id,4,"[0, 1]",128,15760,0,0,0,33264,0,0,[],8,0,0
"(-1, 1, 1)","(0, -1, 0)",swap,4,[1],0,9792,0,39360,0,0,0,2,[2],4,0,0
"(-1, 1, 1)","(0, -1, 0)",const1,4,[0],128,49024,0,0,0,0,0,0,[],8,0,0
"(-1, 1, 1)","(0, -1, 1)",const0,4,[1],0,2950,0,8424,0,37778,0,4,"[2, 4]",6,0,0
"(-1, 1, 1)","(0, -1, 1)",id,4,[1],0,4160,0,15956,0,29036,0,8,"[2, 4, 8]",7,0,0
"(-1, 1, 1)","(0, -1, 1)",swap,4,[2],0,9660,0,33384,0,6108,0,8,"[2, 4, 8]",9,0,0
"(-1, 1, 1)","(0, -1, 1)",const1,4,[1],0,9796,0,39356,0,0,0,8,"[2, 4, 8]",5,0,0
"(-1, 1, 1)","(0, 0, -1)",const0,4,[1],0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 1, 1)","(0, 0, -1)",id,4,"[-1, 1]",0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 1, 1)","(0, 0, -1)",swap,4,[0],0,49152,0,0,0,0,0,0,[],4,0,0
"(-1, 1, 1)","(0, 0, -1)",const1,4,[-1],0,49152,0,0,0,0,0,0,[],4,0,0
"(-1, 1, 1)","(0, 0, 0)",const0,4,[1],0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 1, 1)","(0, 0, 0)",id,4,"[0, 1]",0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 1, 1)","(0, 0, 0)",swap,4,[1],0,49152,0,0,0,0,0,0,[],4,0,0
"(-1, 1, 1)","(0, 0, 0)",const1,4,[0],0,49152,0,0,0,0,0,0,[],4,0,0
"(-1, 1, 1)","(0, 0, 1)",const0,4,[1],0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 1, 1)","(0, 0, 1)",id,4,[1],0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 1, 1)","(0, 0, 1)",swap,4,[2],0,49152,0,0,0,0,0,0,[],4,0,0
"(-1, 1, 1)","(0, 0, 1)",const1,4,[1],0,49152,0,0,0,0,0,0,[],4,0,0
"(-1, 1, 1)","(0, 1, -1)",const0,4,[1],0,21,0,17868,0,31263,0,8,"[2, 4, 6, 8]",6,0,0
"(-1, 1, 1)","(0, 1, -1)",id,4,"[-1, 1]",0,21,0,17868,0,31263,0,8,"[2, 4, 8]",8,0,0
"(-1, 1, 1)","(0, 1, -1)",swap,4,[0],0,21,0,49131,0,0,0,8,"[2, 4, 8]",11,0,0
"(-1, 1, 1)","(0, 1, -1)",const1,4,[-1],0,21,0,49131,0,0,0,8,"[2, 4, 6, 8]",8,0,0
"(-1, 1, 1)","(0, 1, 0)",const0,4,[1],0,21,0,630,0,48501,0,2,[2],0,0,0
"(-1, 1, 1)","(0, 1, 0)",id,4,"[0, 1]",128,2560,0,0,0,46464,0,0,[],8,0,0
"(-1, 1, 1)","(0, 1, 0)",swap,4,[1],0,21,0,630,0,48501,0,2,[2],0,0,0
"(-1, 1, 1)","(0, 1, 0)",const1,4,[0],128,2560,0,46464,0,0,0,2,[2],8,0,0
"(-1, 1, 1)","(0, 1, 1)",const0,4,[1],0,21,0,0,0,49131,0,0,[],0,0,0
"(-1, 1, 1)","(0, 1, 1)",id,4,[1],0,21,0,0,0,49131,0,0,[],0,0,0
"(-1, 1, 1)","(0, 1, 1)",swap,4,[2],0,21,0,0,0,49131,0,0,[],0,0,0
"(-1, 1, 1)","(0, 1, 1)",const1,4,[1],0,21,0,0,0,49131,0,0,[],0,0,0
"(-1, 1, 1)","(1, -1, -1)",const0,4,[1],0,19788,0,0,0,29364,0,0,[],5,0,0
"(-1, 1, 1)","(1, -1, -1)",id,2,"[-1, 1]",0,8156,0,0,0,40996,0,0,[],5,0,0
"(-1, 1, 1)","(1, -1, -1)",swap,2,[0],0,49152,0,0,0,0,0,0,[],4,0,0
"(0, -1, -1)","(0, -1, -1)",const0,4,[-1],0,0,0,0,0,49152,0,0,[],0,0,0
"(0, -1, -1)","(0, -1, -1)",id,2,[-1],0,0,0,0,0,49152,0,0,[],0,0,0
"(0, -1, -1)","(0, -1, -1)",swap,2,[-2],0,0,0,0,0,49152,0,0,[],0,0,0
"(0, -1, -1)","(0, -1, 0)",const0,4,[-1],0,0,0,0,0,49152,0,0,[],0,0,0
"(0, -1, -1)","(0, -1, 0)",id,4,"[-1, 0]",128,0,0,0,0,49024,0,0,[],8,0,0
"(0, -1, -1)","(0, -1, 0)",swap,4,[-1],0,0,0,0,0,49152,0,0,[],0,0,0
"(0, -1, -1)","(0, -1, 0)",const1,4,[0],128,0,0,49024,0,0,0,2,[2],8,0,0
"(0, -1, -1)","(0, -1, 1)",const0,4,[-1],0,0,0,16384,0,32768,0,8,"[2, 4, 8]",5,0,0
"(0, -1, -1)","(0, -1, 1)",id,4,"[-1, 1]",0,0,0,16384,0,32768,0,8,"[2, 4, 8]",7,0,0
"(0, -1, -1)","(0, -1, 1)",swap,4,[0],0,0,0,49152,0,0,0,8,"[2, 4, 8]",6,0,0
"(0, -1, -1)","(0, -1, 1)",const1,4,[1],0,0,0,49152,0,0,0,8,"[2, 4, 8]",4,0,0
"(0, -1, -1)","(0, 0, -1)",const0,4,[-1],0,16384,0,0,0,32768,0,0,[],6,0,0
"(0, -1, -1)","(0, 0, -1)",id,4,[-1],0,16384,0,0,0,32768,0,0,[],6,0,0
"(0, -1, -1)","(0, 0, -1)",swap,4,[-2],0,49152,0,0,0,0,0,0,[],1,0,0
"(0, -1, -1)","(0, 0, -1)",const1,4,[-1],0,49152,0,0,0,0,0,0,[],1,0,0
"(0, -1, -1)","(0, 0, 0)",const0,4,[-1],0,16384,0,0,0,32768,0,0,[],6,0,0
"(0, -1, -1)","(0, 0, 0)",id,4,"[-1, 0]",0,16384,0,0,0,32768,0,0,[],6,0,0
"(0, -1, -1)","(0, 0, 0)",swap,4,[-1],0,49152,0,0,0,0,0,0,[],1,0,0
"(0, -1, -1)","(0, 0, 0)",const1,4,[0],0,49152,0,0,0,0,0,0,[],1,0,0
"(0, -1, -1)","(0, 0, 1)",const0,4,[-1],0,16384,0,0,0,32768,0,0,[],6,0,0
"(0, -1, -1)","(0, 0, 1)",id,4,"[-1, 1]",0,16384,0,0,0,32768,0,0,[],6,0,0
"(0, -1, -1)","(0, 0, 1)",swap,4,[0],0,49152,0,0,0,0,0,0,[],1,0,0
"(0, -1, -1)","(0, 0, 1)",const1,4,[1],0,49152,0,0,0,0,0,0,[],1,0,0
"(0, -1, -1)","(0, 1, -1)",const0,4,[-1],0,2872,0,6480,0,39800,0,4,"[2, 4]",5,0,0
"(0, -1, -1)","(0, 1, -1)",id,4,[-1],0,4111,0,11097,0,33944,0,8,"[2, 4, 8]",7,0,0
"(0, -1, -1)","(0, 1, -1)",swap,4,[-2],0,11559,0,34069,0,3524,0,8,"[2, 4, 8]",9,0,0
"(0, -1, -1)","(0, 1, -1)",const1,4,[-1],0,11644,0,37508,0,0,0,8,"[2, 4, 8]",5,0,0
"(0, -1, -1)","(0, 1, 0)",const0,4,[-1],0,3588,0,8700,0,36864,0,2,[2],6,0,0
"(0, -1, -1)","(0, 1, 0)",id,4,"[-1, 0]",128,12224,0,0,0,36800,0,0,[],8,0,0
"(0, -1, -1)","(0, 1, 0)",swap,4,[-1],0,11952,0,37200,0,0,0,2,[2],2,0,0
"(0, -1, -1)","(0, 1, 0)",const1,4,[0],128,49024,0,0,0,0,0,0,[],8,0,0
"(0, -1, -1)","(0, 1, 1)",const0,4,[-1],0,16384,0,0,0,32768,0,0,[],5,0,0
"(0, -1, -1)","(0, 1, 1)",id,2,"[-1, 1]",0,5461,0,0,0,43691,0,0,[],5,0,0
"(0, -1, -1)","(0, 1, 1)",swap,2,[0],0,49152,0,0,0,0,0,0,[],1,0,0
"(0, -1, 0)","(0, -1, 0)",const0,4,[0],128,0,0,49024,0,0,0,2,[2],8,0,0
"(0, -1, 0)","(0, -1, 0)",id,2,[0],49152,0,0,0,0,0,0,0,[],8,0,0
"(0, -1, 0)","(0, -1, 0)",swap,2,[0],49152,0,0,0,0,0,0,0,[],16,0,0
"(0, -1, 0)","(0, -1, 1)",const0,4,[0],128,0,0,49024,0,0,0,8,"[2, 4, 8]",8,0,0
"(0, -1, 0)","(0, -1, 1)",id,4,"[0, 1]",128,0,0,49024,0,0,0,8,"[2, 4, 8]",8,0,0
"(0, -1, 0)","(0, -1, 1)",swap,4,[1],0,0,0,49152,0,0,0,16,"[2, 4, 8, 16]",0,0,0
"(0, -1, 0)","(0, -1, 1)",const1,4,[1],0,0,0,49152,0,0,0,16,"[2, 4, 8, 16]",0,0,0
"(0, -1, 0)","(0, 0, -1)",const0,4,[0],128,49024,0,0,0,0,0,0,[],8,0,0
"(0, -1, 0)","(0, 0, -1)",id,4,"[-1, 0]",128,49024,0,0,0,0,0,0,[],8,0,0
"(0, -1, 0)","(0, 0, -1)",swap,4,[-1],0,6528,0,42624,0,0,0,2,[2],0,0,0
"(0, -1, 0)","(0, 0, -1)",const1,4,[-1],0,6528,0,42624,0,0,0,2,[2],0,0,0
"(0, -1, 0)","(0, 0, 0)",const0,4,[0],128,49024,0,0,0,0,0,0,[],8,0,0
"(0, -1, 0)","(0, 0, 0)",id,4,[0],128,49024,0,0,0,0,0,0,[],8,0,0
"(0, -1, 0)","(0, 0, 0)",swap,4,[0],0,6528,0,42624,0,0,0,2,[2],0,0,0
"(0, -1, 0)","(0, 0, 0)",const1,4,[0],0,6528,0,42624,0,0,0,2,[2],0,0,0
"(0, -1, 0)","(0, 0, 1)",const0,4,[0],128,49024,0,0,0,0,0,0,[],8,0,0
